Dest,ArrDelayMinutes,Diverted,Cancelled,WeatherDelay,temp,dewpoint,wind,precip,alti,vis,cloudCoverage,cloudAlt,weather,ice
RIC,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.01,29.98,5.0,OVC,700.0,-RA BR,0.0
RIC,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.03,29.48,8.0,FEW,1200.0,-RA,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,29.48,10.0,BKN,6000.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.23,10.0,CLR,0.0,0,0.0
RIC,119.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.45,10.0,CLR,0.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.19,10.0,OVC,8500.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.83,9.0,OVC,2900.0,-RA,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.17,10.0,SCT,4100.0,0,0.0
RIC,47.0,0.0,0.0,0.0,0.0,0.0,11.0,0.01,29.7,10.0,FEW,11000.0,0,0.0
RIC,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.31,10.0,SCT,6000.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30.13,10.0,SCT,12000.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.22,10.0,CLR,0.0,0,0.0
RIC,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.05,10.0,CLR,0.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30.34,10.0,CLR,0.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.38,10.0,OVC,7000.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30.49,10.0,CLR,0.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30.13,10.0,0,0.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.01,10.0,SCT,4800.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,29.77,10.0,BKN,1300.0,0,0.0
RIC,90.0,0.0,0.0,39.0,0.0,0.0,8.0,0.0,29.73,2.5,OVC,300.0,BR,0.0
RIC,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29.85,10.0,CLR,0.0,0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,29.89,10.0,SCT,7000.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,29.79,10.0,BKN,1900.0,0,0.0
ORD,0.0,0.0,0.0,0.0,48.0,33.1,12.0,0.0,29.63,10.0,SCT,25000.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,29.7,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,30.09,10.0,BKN,7500.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,29.9,9.0,OVC,6500.0,-SN,0.0
ORD,5.0,0.0,0.0,0.0,30.0,23.0,12.0,1.0E-4,29.6,5.0,FEW,2300.0,-SN,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,29.82,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.14,10.0,BKN,4600.0,-SN,0.0
ORD,127.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,29.9,4.0,OVC,499.0,-DZ BR,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.11,10.0,SCT,2800.0,0,0.0
ORD,0.0,0.0,0.0,0.0,32.0,19.0,10.0,0.0,30.12,10.0,FEW,3000.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,29.84,0.75,FEW,400.0,-SN BR,0.0
ORD,81.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.3,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.49,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.08,10.0,FEW,7000.0,0,0.0
ORD,4.0,0.0,0.0,0.0,35.1,32.0,13.0,0.01,29.87,4.0,BKN,800.0,-RA BR,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.22,10.0,0,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.55,10.0,OVC,8500.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,30.65,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,30.37,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,29.91,10.0,CLR,0.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,29.83,10.0,BKN,4800.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,30.0,9.0,OVC,1500.0,-SN,0.0
ORD,59.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,30.08,10.0,OVC,3100.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.01,10.0,SCT,4300.0,0,0.0
ORD,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.04,10.0,CLR,0.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.11,5.0,BKN,999.0,BR,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,29.8,10.0,CLR,0.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,29.76,10.0,FEW,4200.0,0,0.0
DAY,42.0,0.0,0.0,0.0,59.0,41.0,8.0,0.0,29.77,10.0,BKN,4500.0,0,0.0
DAY,45.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.01,10.0,OVC,3399.0,0,0.0
DAY,124.0,0.0,0.0,99.0,0.0,0.0,10.0,0.0,29.63,2.0,OVC,300.0,-FZDZ,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,29.45,7.0,OVC,800.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.28,7.0,OVC,4400.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.28,6.0,BKN,4400.0,BR,0.0
DAY,152.0,0.0,0.0,19.0,0.0,0.0,10.0,0.01,29.96,10.0,OVC,2100.0,-RA,0.0
DAY,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,30.07,6.0,OVC,1500.0,BR,0.0
DAY,49.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,30.19,10.0,CLR,0.0,0,0.0
DAY,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.01,29.69,2.0,OVC,300.0,-DZ BR,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.31,10.0,OVC,1900.0,0,0.0
DAY,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,30.15,10.0,SCT,18000.0,0,0.0
DAY,0.0,0.0,0.0,0.0,46.9,32.0,8.0,0.0,29.87,10.0,OVC,6000.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,29.87,10.0,OVC,6000.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.32,9.0,CLR,0.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.5,10.0,SCT,12000.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.6,10.0,CLR,0.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.21,10.0,CLR,0.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.02,10.0,CLR,0.0,0,0.0
DAY,44.0,0.0,0.0,0.0,42.1,39.0,7.0,0.0,29.75,8.0,OVC,500.0,0,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,29.89,5.0,OVC,499.0,BR,0.0
DAY,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.01,29.96,5.0,SCT,1100.0,-SN,0.0
DAY,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,10.0,FEW,1800.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.1,10.0,CLR,0.0,0,0.0
LAW,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,29.79,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,29.68,10.0,BKN,11000.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,29.97,10.0,OVC,2200.0,0,0.0
LAW,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,30.05,10.0,OVC,1800.0,0,0.0
LAW,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,29.67,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.96,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29.99,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,29.93,10.0,CLR,0.0,0,0.0
LAW,47.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.08,10.0,FEW,1300.0,0,0.0
LAW,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,30.16,10.0,OVC,4600.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,29.83,10.0,OVC,3100.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,30.36,10.0,FEW,6000.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,30.24,10.0,CLR,0.0,0,0.0
LAW,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.84,10.0,CLR,0.0,0,0.0
LAW,20.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,29.83,10.0,CLR,0.0,0,0.0
LAW,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,30.66,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,30.45,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,29.8,10.0,BKN,11000.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,29.79,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.15,10.0,CLR,0.0,0,0.0
LAW,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,30.26,10.0,CLR,0.0,0,0.0
DFW,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,29.86,10.0,0,0.0,0,0.0
DFW,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,29.7,10.0,SCT,2300.0,0,0.0
DFW,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,29.9,10.0,OVC,1699.0,0,0.0
DFW,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,29.93,10.0,OVC,1400.0,0,0.0
